Respondent,Languages 
44705,NA
44706,C++;HTML/CSS;Java;JavaScript;PHP;SQL
44707,HTML/CSS;JavaScript;Python;SQL
44708,C#;HTML/CSS;SQL;TypeScript
44709,HTML/CSS;JavaScript;Ruby;SQL
44710,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
44711,NA
44713,NA
44714,Java;Python;Ruby
44715,HTML/CSS;Java;JavaScript;SQL
44716,HTML/CSS;Java;JavaScript;SQL
44717,NA
44718,Bash/Shell/PowerShell;C#;Dart;HTML/CSS;Java;JavaScript;PHP;Python;Scala;SQL;TypeScript;VBA
44719,NA
44720,HTML/CSS;JavaScript;Python;SQL
44721,NA
44722,Bash/Shell/PowerShell;C;HTML/CSS;Python;SQL
44723,NA
44724,C;C#;C++;HTML/CSS;Java;PHP;Python;SQL
44726,HTML/CSS;Java;Kotlin;Python
44727,NA
44728,NA
44729,C#;Python;SQL
44730,C#;Haskell;HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL
44731,Bash/Shell/PowerShell;C++;Java;Python;SQL
44732,NA
44733,R
44734,HTML/CSS;JavaScript
44736,C#;HTML/CSS;JavaScript;SQL
44737,Bash/Shell/PowerShell;HTML/CSS;JavaScript
44738,C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
44739,C#;HTML/CSS;JavaScript;PHP;SQL;VBA
44740,C;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
44741,NA
44743,HTML/CSS;JavaScript;PHP;SQL;Swift;TypeScript
44744,Java;JavaScript
44745,Bash/Shell/PowerShell;C;C++;Java;Python;SQL
44746,NA
44747,Bash/Shell/PowerShell;C#;JavaScript
44748,NA
44749,Bash/Shell/PowerShell;HTML/CSS;JavaScript;SQL;TypeScript
44750,NA
44751,Assembly;Go;Java;PHP;SQL
44752,Python;SQL
44753,NA
44754,Bash/Shell/PowerShell;C;C++
44755,Bash/Shell/PowerShell;C;C++;Python
44756,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL
44757,HTML/CSS;JavaScript;Python;SQL;TypeScript
44758,HTML/CSS;JavaScript;Ruby;SQL
44759,C#;SQL
44760,HTML/CSS;JavaScript;PHP;SQL
44761,Assembly;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL
44762,NA
44763,NA
44764,C#;HTML/CSS;JavaScript;TypeScript
44765,NA
44766,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL
44767,C#;JavaScript
44768,C#;HTML/CSS;JavaScript;SQL
44769,C#
44770,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;VBA
44771,NA
44772,NA
44773,HTML/CSS;Java;JavaScript;Python
44774,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
44775,NA
44776,HTML/CSS;JavaScript
44777,NA
44778,HTML/CSS;Java;JavaScript;SQL
44779,Python;R
44780,C;C#;Java;JavaScript;SQL;TypeScript;VBA
44781,C#
44784,C;C++;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
44785,Bash/Shell/PowerShell;C;Java;JavaScript;PHP;Python;SQL
44786,Dart;Java;PHP;Python
44787,C#;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript
44788,Bash/Shell/PowerShell;Java;Kotlin
44789,HTML/CSS;JavaScript
44790,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python
44791,NA
44792,C;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Ruby;SQL
44793,HTML/CSS;Java;JavaScript;Kotlin;Scala;SQL
44794,NA
44795,NA
44796,C;C++;Haskell
44797,NA
44798,HTML/CSS;JavaScript;PHP;SQL
44799,Bash/Shell/PowerShell;C#;Go;JavaScript;SQL
44800,C#;HTML/CSS;JavaScript;SQL;TypeScript
44802,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
44803,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL
44804,NA
44805,NA
44806,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL
44807,Assembly;Bash/Shell/PowerShell;C;C++;Python;SQL
44808,NA
44809,Dart;Haskell;HTML/CSS;Kotlin;Scala;SQL;TypeScript
44810,Dart;Objective-C;Swift
44811,HTML/CSS;JavaScript
44812,C;C++;HTML/CSS;Java;JavaScript;PHP
44814,C#
44815,Assembly;C#;HTML/CSS;JavaScript;SQL;VBA
44816,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript
44817,NA
44818,C#;Go;HTML/CSS;Java;Python;Swift
44819,NA
44820,C;C#;C++;Java;JavaScript;Python
44821,Dart;Java;Kotlin
44822,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
44823,C#;HTML/CSS;JavaScript;Python
44824,NA
44826,Java;Kotlin
44827,C#;HTML/CSS;Java;PHP;SQL;VBA
44828,NA
44829,NA
44830,C++;Python
44831,HTML/CSS;JavaScript;Python;SQL
44832,C;C++;HTML/CSS;Java;JavaScript;Python;SQL
44833,HTML/CSS;JavaScript
44834,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript
44835,C#
44836,NA
44837,Bash/Shell/PowerShell;Java;Kotlin
44838,Java;SQL
44839,Dart;Java;JavaScript
44840,TypeScript
44841,HTML/CSS;JavaScript;PHP;SQL
44842,HTML/CSS;PHP
44843,C++;JavaScript;Python;SQL
44844,NA
44845,C;C#;C++;HTML/CSS;Java;JavaScript;PHP
44846,NA
44847,C;Java
44848,HTML/CSS;PHP;SQL
44849,C#;HTML/CSS;JavaScript;SQL;TypeScript
44850,HTML/CSS;JavaScript;SQL
44851,NA
44852,NA
44853,NA
44855,NA
44856,Go;HTML/CSS;Java;JavaScript;Kotlin;SQL
44857,C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL;VBA
44858,PHP
44859,NA
44860,Java
44861,NA
44862,NA
44863,HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL
44864,C;HTML/CSS;Java;JavaScript;Python;R;SQL
44865,Dart;HTML/CSS;Python;SQL
44866,Python;SQL
44867,Bash/Shell/PowerShell;Go;Python;Ruby;SQL
44868,NA
44869,NA
44870,NA
44872,NA
44873,NA
44874,HTML/CSS;Java;JavaScript;SQL
44875,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Objective-C;SQL;Swift
44876,NA
44877,C#;HTML/CSS;TypeScript
44879,NA
44882,HTML/CSS;Java;JavaScript;TypeScript
44883,C#;Python
44884,Java
44885,NA
44886,NA
44887,NA
44888,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
44889,NA
44890,NA
44893,C;HTML/CSS;Java;JavaScript;Python;R;SQL
44894,NA
44895,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
44896,C#;HTML/CSS;JavaScript;SQL;TypeScript
44897,C#;HTML/CSS;JavaScript;SQL;VBA
44898,HTML/CSS;Java;JavaScript;TypeScript
44899,NA
44900,C;C++;HTML/CSS;JavaScript
44901,NA
44902,C#;HTML/CSS;JavaScript
44903,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
44904,NA
44905,Java;JavaScript;Kotlin;PHP;Scala;SQL
44906,NA
44907,NA
44908,Bash/Shell/PowerShell;C;C++;Java;JavaScript;Python;SQL
44909,NA
44911,Java;SQL
44912,NA
44914,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript
44915,Bash/Shell/PowerShell;C;C++;Java;Python;R;SQL;VBA
44916,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
44917,HTML/CSS;Java;JavaScript;PHP;SQL
44918,C#;SQL;VBA
44919,NA
44920,C
44921,Java
44922,Bash/Shell/PowerShell;C#;HTML/CSS;Python;Ruby;SQL
44923,C#;HTML/CSS;SQL
44924,C;C#;HTML/CSS;Java;R;SQL;VBA
44925,Python;R;SQL
44926,C#;HTML/CSS;JavaScript;SQL;TypeScript
44927,NA
44929,Bash/Shell/PowerShell;Dart;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript
44930,NA
44931,HTML/CSS;Java;JavaScript;R;SQL
44932,NA
44933,JavaScript;PHP;SQL
44934,HTML/CSS;JavaScript;PHP;SQL
44935,C#;HTML/CSS;JavaScript
44936,NA
44937,HTML/CSS;JavaScript;PHP;SQL;TypeScript
44938,NA
44939,NA
44940,Bash/Shell/PowerShell;C#;C++;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL
44941,NA
44942,NA
44943,C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
44945,NA
44946,Python
44947,HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python
44949,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
44950,JavaScript
44951,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;Ruby
44952,HTML/CSS;JavaScript;Perl;PHP;SQL;TypeScript
44953,C++;HTML/CSS;JavaScript
44954,PHP;Python
44955,NA
44956,NA
44957,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL
44958,NA
44959,NA
44960,NA
44961,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;PHP;Python;SQL
44962,C#;Dart;HTML/CSS;JavaScript;TypeScript
44964,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
44965,NA
44968,NA
44969,Bash/Shell/PowerShell;C#;JavaScript;Python
44970,NA
44971,NA
44972,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
44973,Java;JavaScript
44974,C;HTML/CSS;JavaScript;PHP;Python;SQL
44975,Bash/Shell/PowerShell;C#;C++;HTML/CSS;JavaScript;Perl;PHP;TypeScript
44976,JavaScript
44977,C#;SQL
44979,C#;JavaScript;Python;R;SQL
44980,NA
44981,NA
44982,NA
44983,NA
44984,Assembly;Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL
44985,Java;Scala;SQL
44986,C#;HTML/CSS;Java;JavaScript;Kotlin;SQL
44987,C#;Java;JavaScript
44988,NA
44989,HTML/CSS;JavaScript;Ruby;TypeScript
44990,Assembly;Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;R;Ruby;SQL;TypeScript;VBA
44991,NA
44992,NA
44994,Java;JavaScript;TypeScript
44996,JavaScript
44997,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA
44999,NA
45000,Bash/Shell/PowerShell;Java;Python;SQL
45001,HTML/CSS;JavaScript;SQL
45002,NA
45003,Assembly;C;C++;HTML/CSS;Java;JavaScript
45004,HTML/CSS;Java;JavaScript;Kotlin;Scala;SQL;TypeScript
45005,C++;Java
45006,NA
45007,NA
45008,Java;R
45010,Java;Kotlin
45011,NA
45012,HTML/CSS;JavaScript;PHP;Python;SQL
45013,Dart
45014,NA
45015,C#;HTML/CSS;JavaScript;TypeScript
45016,Python
45017,C#;HTML/CSS;Java
45018,NA
45019,C;Go;Haskell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
45020,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Ruby;SQL
45021,C++;HTML/CSS;Java;JavaScript;SQL
45022,NA
45023,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP
45024,HTML/CSS;Java;JavaScript;PHP;SQL
45025,Java;Python
45026,NA
45027,NA
45028,C;C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript
45029,Java;Kotlin;Python
45031,C;C++;Java;Python
45032,NA
45033,NA
45034,C#;SQL
45035,NA
45036,NA
45037,C#;HTML/CSS;JavaScript;SQL;TypeScript
45038,C#;HTML/CSS;JavaScript;Python;R
45039,HTML/CSS;Java;JavaScript;SQL
45040,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Scala;SQL;TypeScript
45041,Java;JavaScript;Python
45042,Bash/Shell/PowerShell;Go;Ruby;SQL
45043,JavaScript;Ruby
45044,C#
45045,NA
45046,C#;HTML/CSS;JavaScript
45047,HTML/CSS;Java;JavaScript;SQL;TypeScript
45048,C#;SQL;VBA
45049,C#
45050,C#;HTML/CSS;JavaScript;SQL
45051,Python;SQL
45052,NA
45053,NA
45054,C++;Python
45055,NA
45056,Python;Ruby;Scala;SQL
45057,Bash/Shell/PowerShell;Java;JavaScript;Scala;SQL
45058,JavaScript;Python;SQL
45059,NA
45060,C#;HTML/CSS;JavaScript;PHP;Python
45061,NA
45062,NA
45063,NA
45064,Assembly;C;C#;HTML/CSS;JavaScript;Objective-C;SQL
45065,NA
45066,C#;HTML/CSS;JavaScript
45067,Bash/Shell/PowerShell;Dart;JavaScript;PHP;Python;SQL
45068,NA
45069,NA
45070,NA
45071,Python
45072,NA
45073,NA
45074,HTML/CSS;JavaScript
45075,C#;C++;HTML/CSS;JavaScript;SQL
45076,NA
45077,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Python;SQL;TypeScript
45078,NA
45079,C#;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
45080,JavaScript;Python;SQL
45081,HTML/CSS;JavaScript;PHP
45082,C++;Dart;HTML/CSS;Java;PHP;Python
45083,HTML/CSS;JavaScript;TypeScript
45084,NA
45085,C#;HTML/CSS;JavaScript;Python;TypeScript
45086,Java;JavaScript
45089,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;TypeScript
45090,Bash/Shell/PowerShell;C;Java;Python
45091,NA
45092,HTML/CSS;Java;JavaScript
45093,C#;C++;HTML/CSS;JavaScript;Kotlin;TypeScript
45094,HTML/CSS;JavaScript;TypeScript
45095,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
45096,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;Ruby
45098,HTML/CSS;JavaScript;TypeScript
45099,Java;JavaScript;SQL
45100,Perl
45101,NA
45102,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
45104,NA
45105,HTML/CSS;JavaScript;PHP;Python;TypeScript
45106,HTML/CSS;JavaScript;PHP;Ruby;SQL
45107,HTML/CSS;JavaScript;PHP;SQL
45108,NA
45109,NA
45110,Assembly;Bash/Shell/PowerShell;C;C++;Python;SQL
45111,C#;HTML/CSS;SQL;TypeScript
45112,Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
45113,JavaScript;PHP
45114,NA
45115,Dart;JavaScript;PHP;SQL;Swift
45116,Dart;HTML/CSS;Java;JavaScript;PHP;SQL;Swift
45117,C#;HTML/CSS;JavaScript
45118,C#;HTML/CSS;PHP
45119,C#;HTML/CSS;JavaScript;Python;SQL;VBA
45120,C;C++;HTML/CSS;Java;JavaScript;PHP;R;Scala;SQL
45121,Bash/Shell/PowerShell;JavaScript;Python;R
45122,Python;SQL
45123,Bash/Shell/PowerShell;Python;SQL
45124,Bash/Shell/PowerShell;C#;C++;Go;Java;Scala
45125,Java;Python;R;SQL
45126,NA
45127,Assembly;C;C#;C++;HTML/CSS;Java;PHP
45128,HTML/CSS;Java;JavaScript;SQL
45129,Python
45130,Bash/Shell/PowerShell;C++
45131,Python
45132,JavaScript
45134,C;C++;Python
45135,C;C++;Python
45136,NA
45137,NA
45138,NA
45139,NA
45140,Go;Haskell;Java;JavaScript;PHP;Python;SQL
45141,C#;Haskell;JavaScript;TypeScript
45142,NA
45143,HTML/CSS;Java;JavaScript;Kotlin;TypeScript
45144,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL
45145,Bash/Shell/PowerShell;Java;JavaScript;Kotlin;Swift
45146,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
45147,C#;TypeScript
45148,Bash/Shell/PowerShell;Python;SQL
45149,HTML/CSS;JavaScript;Perl;TypeScript
45150,C;C#;HTML/CSS;JavaScript;SQL
45151,C#;C++;HTML/CSS;JavaScript;SQL
45152,NA
45153,C#;C++;HTML/CSS;Java;JavaScript;SQL
45154,C#;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
45155,NA
45156,Java
45157,NA
45158,HTML/CSS;JavaScript;Python;R
45159,HTML/CSS;PHP;SQL;TypeScript
45160,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript;Python;SQL
45161,Bash/Shell/PowerShell;C#;Python
45162,C#;HTML/CSS;Java;JavaScript;PHP;SQL
45163,NA
45164,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;TypeScript
45165,C;HTML/CSS;Java;JavaScript;PHP;SQL
45166,C#;HTML/CSS;JavaScript;Python;TypeScript
45167,C#;HTML/CSS;Java;JavaScript;Kotlin;Swift;TypeScript
45168,C#;C++;Go;Java;Kotlin;SQL
45169,HTML/CSS;Java;JavaScript;PHP;SQL
45170,NA
45171,JavaScript;Python
45172,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;SQL;TypeScript
45173,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;Kotlin;TypeScript
45174,Java;SQL
45175,C#;HTML/CSS;JavaScript;PHP;SQL
45176,C#;HTML/CSS;SQL
45177,C#;Java;JavaScript;SQL;TypeScript
45178,HTML/CSS;JavaScript;Python;SQL
45179,NA
45180,HTML/CSS;JavaScript;PHP;SQL;TypeScript
45181,Bash/Shell/PowerShell;C#;Java;JavaScript;Python
45182,C;HTML/CSS;JavaScript;Python
45183,NA
45184,Bash/Shell/PowerShell;C++;Dart;HTML/CSS;Java;SQL
45185,Assembly;C++;HTML/CSS;JavaScript;Python;Rust;SQL;VBA
45186,HTML/CSS;JavaScript;Python;TypeScript
45187,HTML/CSS;Java;JavaScript;SQL
45188,JavaScript;PHP
45189,NA
45190,NA
45192,C++;Java;JavaScript;PHP;Python;SQL;TypeScript
45193,C;C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
45194,HTML/CSS;JavaScript;PHP
45195,C#;HTML/CSS;Java;JavaScript;SQL
45196,NA
45197,NA
45198,C#;JavaScript;SQL
45199,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python
45200,C#;HTML/CSS;Java;JavaScript;Python;SQL;VBA
45201,NA
45202,C#;HTML/CSS;JavaScript;PHP;SQL
45203,Bash/Shell/PowerShell;Java;Python;Scala;SQL
45204,Bash/Shell/PowerShell;Go;JavaScript;Python
45205,NA
45206,NA
45207,NA
45208,NA
45209,Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL
45210,HTML/CSS;JavaScript;Python
45211,HTML/CSS;JavaScript;PHP
45212,Go;HTML/CSS;Java;Python;SQL
45213,NA
45214,C#;C++;Java;JavaScript
45215,C#;HTML/CSS;Java;SQL;TypeScript
45216,NA
45217,C#;Go;HTML/CSS;JavaScript;SQL;TypeScript
45218,C#;HTML/CSS;JavaScript;PHP;SQL;VBA
45219,C#
45221,Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;VBA
45222,NA
45223,NA
45224,Bash/Shell/PowerShell;C#;JavaScript;SQL
45225,C#;HTML/CSS;JavaScript;SQL
45226,HTML/CSS;JavaScript;PHP;SQL
45227,HTML/CSS;JavaScript;PHP;SQL;TypeScript
45228,HTML/CSS;Java;JavaScript;PHP;SQL
45229,Bash/Shell/PowerShell;C#;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
45230,NA
45231,NA
45232,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL
45233,Bash/Shell/PowerShell;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Rust;SQL;Swift
45234,Dart;HTML/CSS;JavaScript;SQL;TypeScript
45235,Go;Java;TypeScript
45236,Python;Rust
45237,JavaScript
45238,C#;HTML/CSS;JavaScript;SQL;TypeScript
45240,NA
45241,Java
45242,NA
45243,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Ruby;SQL;VBA
45244,NA
45247,C++;HTML/CSS;Java;JavaScript;Python;SQL
45248,HTML/CSS;JavaScript;Python;TypeScript
45249,C;C++;Python
45250,Assembly;C;Haskell;Java;Python;Ruby;Rust
45251,NA
45252,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL
45253,Assembly;C;C#;C++;JavaScript;Objective-C;Python
45254,C#;C++;HTML/CSS;JavaScript;Python;SQL
45255,Bash/Shell/PowerShell;R;SQL;VBA
45256,Objective-C;Swift
45257,NA
45259,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
45260,Java;Python
45261,NA
45262,NA
45263,NA
45264,C#;HTML/CSS;JavaScript;SQL
45265,C;C++;HTML/CSS;Java;JavaScript;Python;SQL
45266,C;C++;JavaScript;Python
45267,C#;C++;Python;SQL;VBA
45268,NA
45269,Dart;Java;Kotlin;Python;Swift
45270,C;C#;Java;JavaScript
45271,Bash/Shell/PowerShell;C;Java;Python
45272,Go;HTML/CSS;JavaScript;SQL
45273,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
45274,NA
45275,NA
45276,NA
45277,NA
45278,C#;HTML/CSS;JavaScript;PHP;SQL
45279,NA
45280,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;R;SQL
45281,HTML/CSS;JavaScript;Python
45282,C#;C++;HTML/CSS;JavaScript;Python
45284,NA
45285,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Julia;Python
45286,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;TypeScript
45287,NA
45288,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript
45290,NA
45291,Bash/Shell/PowerShell;Java;JavaScript
45292,NA
45293,C#;HTML/CSS;JavaScript;SQL
45294,C#;HTML/CSS;JavaScript;SQL;TypeScript
45295,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL
45296,HTML/CSS;PHP;Python
45297,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
45298,NA
45299,C#;C++;Python
45300,NA
45301,HTML/CSS;Java;PHP;Python
45302,HTML/CSS;JavaScript;Python
45303,HTML/CSS;Java;JavaScript;SQL
45304,NA
45305,NA
45306,NA
45308,NA
45309,C#;Java
45310,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript
45312,Java;JavaScript;SQL;TypeScript
45313,NA
45314,NA
45315,Assembly;C;HTML/CSS;Java;JavaScript;Python;SQL
45316,JavaScript;PHP
45317,Bash/Shell/PowerShell;Kotlin;SQL
45318,NA
45319,NA
45320,Bash/Shell/PowerShell;C;Java;Python
45321,Bash/Shell/PowerShell;Python;SQL
45322,Bash/Shell/PowerShell;Python;SQL;TypeScript
45323,NA
45324,Assembly;Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;Python
45325,NA
45326,NA
45327,NA
45329,C#;HTML/CSS;JavaScript;SQL;TypeScript
45330,Bash/Shell/PowerShell;Java;JavaScript;SQL
45331,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;Perl;PHP;Python;SQL
45332,NA
45333,HTML/CSS;Java;Python;R;SQL
45334,NA
45335,HTML/CSS;JavaScript
45336,HTML/CSS;JavaScript;PHP;SQL
45337,HTML/CSS;Kotlin
45338,HTML/CSS;Java;PHP;SQL
45340,Java;Swift
45341,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA
45342,Assembly;Bash/Shell/PowerShell;C++;Java;JavaScript;PHP;Python;R;Ruby;SQL;TypeScript;VBA
45343,NA
45344,NA
45346,NA
45347,JavaScript;SQL
45348,Java;JavaScript
45349,NA
45350,NA
45351,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;R;SQL
45352,Bash/Shell/PowerShell;C#;JavaScript;Python
45353,HTML/CSS;JavaScript;SQL;TypeScript
45354,NA
45355,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL;TypeScript
45356,NA
45357,PHP
45358,C++;HTML/CSS;JavaScript;SQL;TypeScript
45359,HTML/CSS;JavaScript
45360,NA
45361,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;TypeScript
45362,NA
45363,Bash/Shell/PowerShell;HTML/CSS;Java;Perl;PHP;SQL;TypeScript
45364,NA
45365,HTML/CSS;JavaScript;Python
45366,HTML/CSS;JavaScript
45367,NA
45368,Java
45369,C#;HTML/CSS;JavaScript;PHP;Python;SQL;VBA
45370,Bash/Shell/PowerShell
45371,C;C++;Ruby
45372,Bash/Shell/PowerShell;Go;Java;Python
45373,NA
45375,NA
45376,C#;SQL
45378,NA
45379,NA
45380,NA
45381,Bash/Shell/PowerShell;C;Java;Python
45382,NA
45383,NA
45384,Java;JavaScript;Python
45385,Assembly;Bash/Shell/PowerShell;C;C++;Python
45386,NA
45387,C#;HTML/CSS;JavaScript;PHP;SQL
45388,JavaScript;TypeScript
45389,Bash/Shell/PowerShell;Python
45390,Bash/Shell/PowerShell;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript
45391,HTML/CSS;JavaScript;PHP;SQL
45392,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;Python;Ruby;SQL
45393,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
45394,NA
45395,NA
45396,NA
45397,NA
45398,Python;R
45399,Bash/Shell/PowerShell;C;HTML/CSS;Java;JavaScript;R;SQL;TypeScript
45400,Assembly;Bash/Shell/PowerShell;C;Haskell;Java;JavaScript;Kotlin;Python;SQL
45401,C++;HTML/CSS;Java;JavaScript;Kotlin;Python;R;TypeScript
45402,C#;JavaScript;TypeScript
45403,Assembly;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
45404,HTML/CSS;Java;JavaScript;SQL
45405,NA
45406,NA
45407,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL
45408,Java;SQL
45409,HTML/CSS;JavaScript;PHP;SQL;TypeScript
45410,NA
45411,C#;HTML/CSS;JavaScript;SQL
45412,HTML/CSS;Java;JavaScript;PHP;SQL
45414,NA
45415,NA
45416,NA
45417,C#;HTML/CSS;JavaScript;Python;TypeScript
45418,C#;C++;HTML/CSS;Java;JavaScript;Python;SQL
45419,HTML/CSS;JavaScript;TypeScript
45420,HTML/CSS;Java;PHP;SQL
45422,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Ruby;TypeScript
45423,C;C#;HTML/CSS;JavaScript
45424,NA
45425,C;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
45426,NA
45427,NA
45428,Haskell;Objective-C;SQL
45429,C#;HTML/CSS;JavaScript;Python
45431,HTML/CSS;JavaScript;PHP;Python
45432,Java;JavaScript;Kotlin;Python;SQL
45433,HTML/CSS;Python
45434,HTML/CSS;Java;JavaScript;PHP;Ruby
45435,Bash/Shell/PowerShell;C;C#;C++;TypeScript
45436,Assembly;C;C#;C++;Go;HTML/CSS;Java;Kotlin
45437,Bash/Shell/PowerShell;C;C++;Python
45438,NA
45439,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL
45441,Bash/Shell/PowerShell;C;Haskell;HTML/CSS;Java;JavaScript;PHP;Python;SQL
45442,HTML/CSS;Java;JavaScript;Python;R;SQL
45443,NA
